"prix","produits","régions","Unit","Date","Value"
"Prix au producteur","Riz local décortiqué","MATAM","FCFA/kg","2016M12","255"
"Prix au producteur","Riz local décortiqué","MATAM","FCFA/kg","2017M1","253"
"Prix au producteur","Riz local décortiqué","MATAM","FCFA/kg","2017M2","262"
"Prix au producteur","Riz local décortiqué","MATAM","FCFA/kg","2017M3","257.5"
"Prix au producteur","Riz local décortiqué","MATAM","FCFA/kg","2017M4","266.666666666667"
"Prix au producteur","Riz local décortiqué","MATAM","FCFA/kg","2017M5","264"
"Prix au producteur","Riz local décortiqué","MATAM","FCFA/kg","2017M6","265"
"Prix au producteur","Riz local décortiqué","MATAM","FCFA/kg","2017M7","271.25"
"Prix au producteur","Riz local décortiqué","MATAM","FCFA/kg","2017M8","282.5"
"Prix au producteur","Riz local décortiqué","MATAM","FCFA/kg","2017M9","271.666666666667"
"Prix au producteur","Riz local décortiqué","MATAM","FCFA/kg","2017M10","270"
"Prix au producteur","Riz local décortiqué","MATAM","FCFA/kg","2017M11","274.285714285714"
"Prix au producteur","Riz local décortiqué","MATAM","FCFA/kg","2017M12","275"
"Prix au producteur","Riz local décortiqué","MATAM","FCFA/kg","2018M1","282.5"
"Prix au producteur","Riz local décortiqué","MATAM","FCFA/kg","2018M2","272.5"
"Prix au producteur","Riz local décortiqué","MATAM","FCFA/kg","2018M3","284"
"Prix au producteur","Riz local décortiqué","MATAM","FCFA/kg","2018M4","288.333333333333"
"Prix au producteur","Riz local décortiqué","MATAM","FCFA/kg","2018M5","290"
"Prix au producteur","Riz local décortiqué","MATAM","FCFA/kg","2018M6","292.5"
"Prix au producteur","Riz local décortiqué","MATAM","FCFA/kg","2018M7","302.222222222222"
"Prix au producteur","Riz local décortiqué","MATAM","FCFA/kg","2018M8","303.333333333333"
"Prix au producteur","Riz local décortiqué","MATAM","FCFA/kg","2018M9","300"
"Prix au producteur","Riz local décortiqué","MATAM","FCFA/kg","2018M10","300"
"Prix au producteur","Riz local décortiqué","MATAM","FCFA/kg","2018M11","308.333333333333"
"Prix au producteur","Riz local décortiqué","MATAM","FCFA/kg","2018M12","300"
"Prix au producteur","Riz local décortiqué","MATAM","FCFA/kg","2019M1","300"
"Prix au producteur","Riz local décortiqué","MATAM","FCFA/kg","2019M2","283.75"
"Prix au producteur","Riz local décortiqué","MATAM","FCFA/kg","2019M3","300"
"Prix au producteur","Riz local décortiqué","MATAM","FCFA/kg","2019M4","284"
"Prix au producteur","Riz local décortiqué","MATAM","FCFA/kg","2019M5","282.222222222222"
"Prix au producteur","Riz local décortiqué","MATAM","FCFA/kg","2019M6","321.428571428571"
"Prix au producteur","Riz local décortiqué","MATAM","FCFA/kg","2019M7","314.285714285714"
"Prix au producteur","Riz local décortiqué","MATAM","FCFA/kg","2019M8","302.5"
"Prix au producteur","Riz local décortiqué","MATAM","FCFA/kg","2019M9","302.5"
"Prix au producteur","Riz local décortiqué","MATAM","FCFA/kg","2019M10","300"
"Prix au producteur","Riz local décortiqué","MATAM","FCFA/kg","2019M11","305"
"Prix au producteur","Riz local décortiqué","MATAM","FCFA/kg","2019M12","300"
"Prix au producteur","Riz local décortiqué","MATAM","FCFA/kg","2020M1","300"
"Prix au producteur","Riz local décortiqué","MATAM","FCFA/kg","2020M2","302.5"
"Prix au producteur","Riz local décortiqué","MATAM","FCFA/kg","2020M3","300"
"Prix au producteur","Riz local décortiqué","MATAM","FCFA/kg","2020M4","300"
"Prix au producteur","Riz local décortiqué","MATAM","FCFA/kg","2020M5","325"
"Prix au producteur","Riz local décortiqué","MATAM","FCFA/kg","2020M6","325"
"Prix au producteur","Riz local décortiqué","MATAM","FCFA/kg","2020M7","300"
"Prix au producteur","Riz local décortiqué","MATAM","FCFA/kg","2020M8","300"
"Prix au producteur","Riz local décortiqué","MATAM","FCFA/kg","2020M9","302.5"
"Prix au producteur","Riz local décortiqué","MATAM","FCFA/kg","2020M10","300"
"Prix au producteur","Riz local décortiqué","MATAM","FCFA/kg","2020M11","300"
"Prix au producteur","Riz local décortiqué","MATAM","FCFA/kg","2020M12","295.714285714286"
"Prix au producteur","Riz local décortiqué","MATAM","FCFA/kg","2021M1","337.5"
"Prix au producteur","Riz local décortiqué","MATAM","FCFA/kg","2021M2","300.909090909091"
"Prix au producteur","Riz local décortiqué","MATAM","FCFA/kg","2021M3","300"
"Prix au producteur","Riz local décortiqué","MATAM","FCFA/kg","2021M4","300"
"Prix au producteur","Riz local décortiqué","MATAM","FCFA/kg","2021M5","306.25"
"Prix au producteur","Riz local décortiqué","MATAM","FCFA/kg","2021M6","306.25"
"Prix au producteur","Riz local décortiqué","MATAM","FCFA/kg","2021M7","306"
"Prix au producteur","Riz local décortiqué","MATAM","FCFA/kg","2021M8","300"
"Prix au producteur","Riz local décortiqué","MATAM","FCFA/kg","2021M9","307"
"Prix au producteur","Riz local décortiqué","MATAM","FCFA/kg","2021M10","326"
"Prix au producteur","Riz local décortiqué","MATAM","FCFA/kg","2021M11","323"
"Prix au producteur","Riz local décortiqué","MATAM","FCFA/kg","2021M12","320"
"Prix au producteur","Riz local décortiqué","MATAM","FCFA/kg","2022M1","325"
"Prix au producteur","Riz local décortiqué","MATAM","FCFA/kg","2022M2","320"
"Prix au producteur","Riz local décortiqué","MATAM","FCFA/kg","2022M3","302.777777777778"
"Prix au producteur","Riz local décortiqué","MATAM","FCFA/kg","2022M4","312.5"
"Prix au producteur","Riz local décortiqué","MATAM","FCFA/kg","2022M5","329.166666666667"
"Prix au producteur","Riz local décortiqué","MATAM","FCFA/kg","2022M6","350"
"Prix au producteur","Riz local décortiqué","MATAM","FCFA/kg","2022M7","337.5"
"Prix au producteur","Riz local décortiqué","MATAM","FCFA/kg","2022M8","356.25"
"Prix au producteur","Riz local décortiqué","MATAM","FCFA/kg","2022M9","364.285714285714"
"Prix au producteur","Riz local décortiqué","MATAM","FCFA/kg","2022M10","355.555555555556"
"Prix au producteur","Riz local décortiqué","MATAM","FCFA/kg","2022M11","350"
"Prix au producteur","Riz local décortiqué","MATAM","FCFA/kg","2022M12","350"
"Prix au producteur","Riz local décortiqué","MATAM","FCFA/kg","2023M1","350"
"Prix au producteur","Riz local décortiqué","MATAM","FCFA/kg","2023M2","350"
"Prix au producteur","Riz local décortiqué","MATAM","FCFA/kg","2023M3","350"
"Prix au producteur","Riz local décortiqué","MATAM","FCFA/kg","2023M4","350"
"Prix au producteur","Riz local décortiqué","MATAM","FCFA/kg","2023M5","375"
"Prix au producteur","Riz local décortiqué","MATAM","FCFA/kg","2023M6","381.25"
"Prix au producteur","Riz local décortiqué","MATAM","FCFA/kg","2023M7","391.666666666667"
"Prix au producteur","Riz local décortiqué","MATAM","FCFA/kg","2023M8","387.5"
"Prix au producteur","Riz local décortiqué","SAINT-LOUIS","FCFA/kg","2016M1","250"
"Prix au producteur","Riz local décortiqué","SAINT-LOUIS","FCFA/kg","2016M2","251"
"Prix au producteur","Riz local décortiqué","SAINT-LOUIS","FCFA/kg","2016M3","266.666666666667"
"Prix au producteur","Riz local décortiqué","SAINT-LOUIS","FCFA/kg","2016M4","267.857142857143"
"Prix au producteur","Riz local décortiqué","SAINT-LOUIS","FCFA/kg","2016M5","319.444444444444"
"Prix au producteur","Riz local décortiqué","SAINT-LOUIS","FCFA/kg","2016M6","284.375"
"Prix au producteur","Riz local décortiqué","SAINT-LOUIS","FCFA/kg","2016M7","275"
"Prix au producteur","Riz local décortiqué","SAINT-LOUIS","FCFA/kg","2016M8","275"
"Prix au producteur","Riz local décortiqué","SAINT-LOUIS","FCFA/kg","2016M9","270"
"Prix au producteur","Riz local décortiqué","SAINT-LOUIS","FCFA/kg","2016M10","248.333333333333"
"Prix au producteur","Riz local décortiqué","SAINT-LOUIS","FCFA/kg","2016M11","252.5"
"Prix au producteur","Riz local décortiqué","SAINT-LOUIS","FCFA/kg","2016M12","252.5"
"Prix au producteur","Riz local décortiqué","SAINT-LOUIS","FCFA/kg","2017M1","275.666666666667"
"Prix au producteur","Riz local décortiqué","SAINT-LOUIS","FCFA/kg","2017M2","287.5"
"Prix au producteur","Riz local décortiqué","SAINT-LOUIS","FCFA/kg","2017M3","297.222222222222"
"Prix au producteur","Riz local décortiqué","SAINT-LOUIS","FCFA/kg","2017M4","303.125"
"Prix au producteur","Riz local décortiqué","SAINT-LOUIS","FCFA/kg","2017M5","313.888888888889"
"Prix au producteur","Riz local décortiqué","SAINT-LOUIS","FCFA/kg","2017M6","311.111111111111"
"Prix au producteur","Riz local décortiqué","SAINT-LOUIS","FCFA/kg","2017M7","292.777777777778"
"Prix au producteur","Riz local décortiqué","SAINT-LOUIS","FCFA/kg","2017M8","282.857142857143"
"Prix au producteur","Riz local décortiqué","SAINT-LOUIS","FCFA/kg","2017M9","285.714285714286"
"Prix au producteur","Riz local décortiqué","SAINT-LOUIS","FCFA/kg","2017M10","315"
"Prix au producteur","Riz local décortiqué","SAINT-LOUIS","FCFA/kg","2017M11","312.5"
"Prix au producteur","Riz local décortiqué","SAINT-LOUIS","FCFA/kg","2017M12","310"
"Prix au producteur","Riz local décortiqué","SAINT-LOUIS","FCFA/kg","2018M1","315"
"Prix au producteur","Riz local décortiqué","SAINT-LOUIS","FCFA/kg","2018M2","286.111111111111"
"Prix au producteur","Riz local décortiqué","SAINT-LOUIS","FCFA/kg","2018M3","285.714285714286"
"Prix au producteur","Riz local décortiqué","SAINT-LOUIS","FCFA/kg","2018M4","295"
"Prix au producteur","Riz local décortiqué","SAINT-LOUIS","FCFA/kg","2018M5","296.428571428571"
"Prix au producteur","Riz local décortiqué","SAINT-LOUIS","FCFA/kg","2018M6","296.25"
"Prix au producteur","Riz local décortiqué","SAINT-LOUIS","FCFA/kg","2018M7","270"
"Prix au producteur","Riz local décortiqué","SAINT-LOUIS","FCFA/kg","2018M8","266.666666666667"
"Prix au producteur","Riz local décortiqué","SAINT-LOUIS","FCFA/kg","2018M9","285"
"Prix au producteur","Riz local décortiqué","SAINT-LOUIS","FCFA/kg","2018M10","287.5"
"Prix au producteur","Riz local décortiqué","SAINT-LOUIS","FCFA/kg","2018M11","300"
"Prix au producteur","Riz local décortiqué","SAINT-LOUIS","FCFA/kg","2018M12","294.444444444444"
"Prix au producteur","Riz local décortiqué","SAINT-LOUIS","FCFA/kg","2019M1","285.714285714286"
"Prix au producteur","Riz local décortiqué","SAINT-LOUIS","FCFA/kg","2019M2","270.833333333333"
"Prix au producteur","Riz local décortiqué","SAINT-LOUIS","FCFA/kg","2019M3","280.555555555556"
"Prix au producteur","Riz local décortiqué","SAINT-LOUIS","FCFA/kg","2019M4","297.222222222222"
"Prix au producteur","Riz local décortiqué","SAINT-LOUIS","FCFA/kg","2019M5","286.111111111111"
"Prix au producteur","Riz local décortiqué","SAINT-LOUIS","FCFA/kg","2019M6","285"
"Prix au producteur","Riz local décortiqué","SAINT-LOUIS","FCFA/kg","2019M7","287.5"
"Prix au producteur","Riz local décortiqué","SAINT-LOUIS","FCFA/kg","2019M8","288"
"Prix au producteur","Riz local décortiqué","SAINT-LOUIS","FCFA/kg","2019M9","272.222222222222"
"Prix au producteur","Riz local décortiqué","SAINT-LOUIS","FCFA/kg","2019M10","262.5"
"Prix au producteur","Riz local décortiqué","SAINT-LOUIS","FCFA/kg","2019M11","275"
"Prix au producteur","Riz local décortiqué","SAINT-LOUIS","FCFA/kg","2019M12","275"
"Prix au producteur","Riz local décortiqué","SAINT-LOUIS","FCFA/kg","2020M1","277.777777777778"
"Prix au producteur","Riz local décortiqué","SAINT-LOUIS","FCFA/kg","2020M2","287.5"
"Prix au producteur","Riz local décortiqué","SAINT-LOUIS","FCFA/kg","2020M3","287.5"
"Prix au producteur","Riz local décortiqué","SAINT-LOUIS","FCFA/kg","2020M4","287.5"
"Prix au producteur","Riz local décortiqué","SAINT-LOUIS","FCFA/kg","2020M5","337.5"
"Prix au producteur","Riz local décortiqué","SAINT-LOUIS","FCFA/kg","2020M6","337.5"
"Prix au producteur","Riz local décortiqué","SAINT-LOUIS","FCFA/kg","2020M7","288.888888888889"
"Prix au producteur","Riz local décortiqué","SAINT-LOUIS","FCFA/kg","2020M8","267.857142857143"
"Prix au producteur","Riz local décortiqué","SAINT-LOUIS","FCFA/kg","2020M9","262.5"
"Prix au producteur","Riz local décortiqué","SAINT-LOUIS","FCFA/kg","2020M10","259.285714285714"
"Prix au producteur","Riz local décortiqué","SAINT-LOUIS","FCFA/kg","2020M11","263.571428571429"
"Prix au producteur","Riz local décortiqué","SAINT-LOUIS","FCFA/kg","2020M12","267"
"Prix au producteur","Riz local décortiqué","SAINT-LOUIS","FCFA/kg","2021M1","281.25"
"Prix au producteur","Riz local décortiqué","SAINT-LOUIS","FCFA/kg","2021M2","281.875"
"Prix au producteur","Riz local décortiqué","SAINT-LOUIS","FCFA/kg","2021M3","312.5"
"Prix au producteur","Riz local décortiqué","SAINT-LOUIS","FCFA/kg","2021M5","325"
"Prix au producteur","Riz local décortiqué","SAINT-LOUIS","FCFA/kg","2021M6","311.111111111111"
"Prix au producteur","Riz local décortiqué","SAINT-LOUIS","FCFA/kg","2021M7","289"
"Prix au producteur","Riz local décortiqué","SAINT-LOUIS","FCFA/kg","2021M8","300"
"Prix au producteur","Riz local décortiqué","SAINT-LOUIS","FCFA/kg","2021M9","303"
"Prix au producteur","Riz local décortiqué","SAINT-LOUIS","FCFA/kg","2021M10","306"
"Prix au producteur","Riz local décortiqué","SAINT-LOUIS","FCFA/kg","2021M11","306"
"Prix au producteur","Riz local décortiqué","SAINT-LOUIS","FCFA/kg","2021M12","300"
"Prix au producteur","Riz local décortiqué","SAINT-LOUIS","FCFA/kg","2022M1","303.571428571429"
"Prix au producteur","Riz local décortiqué","SAINT-LOUIS","FCFA/kg","2022M2","320"
"Prix au producteur","Riz local décortiqué","SAINT-LOUIS","FCFA/kg","2022M3","330.555555555556"
"Prix au producteur","Riz local décortiqué","SAINT-LOUIS","FCFA/kg","2022M4","328.571428571429"
"Prix au producteur","Riz local décortiqué","SAINT-LOUIS","FCFA/kg","2022M5","341.666666666667"
"Prix au producteur","Riz local décortiqué","SAINT-LOUIS","FCFA/kg","2022M6","375"
"Prix au producteur","Riz local décortiqué","SAINT-LOUIS","FCFA/kg","2022M7","352.142857142857"
"Prix au producteur","Riz local décortiqué","SAINT-LOUIS","FCFA/kg","2022M8","350"
"Prix au producteur","Riz local décortiqué","SAINT-LOUIS","FCFA/kg","2022M9","362.5"
"Prix au producteur","Riz local décortiqué","SAINT-LOUIS","FCFA/kg","2022M10","356.25"
"Prix au producteur","Riz local décortiqué","SAINT-LOUIS","FCFA/kg","2022M11","342.142857142857"
"Prix au producteur","Riz local décortiqué","SEDHIOU","FCFA/kg","2019M9","350"
"Prix au producteur","Riz local décortiqué","SEDHIOU","FCFA/kg","2019M10","350"
"Prix au producteur","Riz local décortiqué","SEDHIOU","FCFA/kg","2020M1","340"
"Prix au producteur","Riz local décortiqué","SEDHIOU","FCFA/kg","2020M2","340"
"Prix au producteur","Riz local décortiqué","SEDHIOU","FCFA/kg","2021M1","400"
"Prix au producteur","Riz local décortiqué","SEDHIOU","FCFA/kg","2021M10","308"
"Prix au producteur","Riz local décortiqué","SEDHIOU","FCFA/kg","2022M10","410"
"Prix au producteur","Riz local décortiqué","SEDHIOU","FCFA/kg","2022M12","420"
"Prix au producteur","Riz local décortiqué","SEDHIOU","FCFA/kg","2023M1","385"
"Prix au producteur","Riz local décortiqué","SEDHIOU","FCFA/kg","2023M2","385"
"Prix au producteur","Riz local décortiqué","SEDHIOU","FCFA/kg","2023M3","385"
"Prix au producteur","Riz local décortiqué","SEDHIOU","FCFA/kg","2023M5","385"
"Prix au producteur","Riz local décortiqué","SEDHIOU","FCFA/kg","2023M6","380"
"Prix au producteur","Riz local décortiqué","SEDHIOU","FCFA/kg","2023M7","400"
"Prix au producteur","Riz local décortiqué","THIES","FCFA/kg","2016M1","244"
"Prix au producteur","Riz local décortiqué","THIES","FCFA/kg","2016M2","241.25"
"Prix au producteur","Riz local décortiqué","THIES","FCFA/kg","2016M3","247.142857142857"
"Prix au producteur","Riz local décortiqué","THIES","FCFA/kg","2016M4","256.666666666667"
"Prix au producteur","Riz local décortiqué","THIES","FCFA/kg","2016M5","260"
"Prix au producteur","Riz local décortiqué","THIES","FCFA/kg","2016M6","260.625"
"Prix au producteur","Riz local décortiqué","THIES","FCFA/kg","2016M7","259.411764705882"
"Prix au producteur","Riz local décortiqué","THIES","FCFA/kg","2016M8","260.625"
"Prix au producteur","Riz local décortiqué","THIES","FCFA/kg","2016M9","260"
"Prix au producteur","Riz local décortiqué","THIES","FCFA/kg","2016M10","259.444444444444"
"Prix au producteur","Riz local décortiqué","THIES","FCFA/kg","2016M11","260.714285714286"
"Prix au producteur","Riz local décortiqué","THIES","FCFA/kg","2016M12","252.941176470588"
"Prix au producteur","Riz local décortiqué","THIES","FCFA/kg","2017M1","257.058823529412"
"Prix au producteur","Riz local décortiqué","THIES","FCFA/kg","2017M2","256.875"
"Prix au producteur","Riz local décortiqué","THIES","FCFA/kg","2017M3","255"
"Prix au producteur","Riz local décortiqué","THIES","FCFA/kg","2017M4","255"
"Prix au producteur","Riz local décortiqué","THIES","FCFA/kg","2017M5","242.5"
"Prix au producteur","Riz local décortiqué","THIES","FCFA/kg","2017M6","248.571428571429"
"Prix au producteur","Riz local décortiqué","THIES","FCFA/kg","2017M7","253.928571428571"
"Prix au producteur","Riz local décortiqué","THIES","FCFA/kg","2017M8","260"
"Prix au producteur","Riz local décortiqué","THIES","FCFA/kg","2017M9","260"
"Prix au producteur","Riz local décortiqué","THIES","FCFA/kg","2017M10","260"
"Prix au producteur","Riz local décortiqué","THIES","FCFA/kg","2017M11","257.941176470588"
"Prix au producteur","Riz local décortiqué","THIES","FCFA/kg","2017M12","260"
"Prix au producteur","Riz local décortiqué","THIES","FCFA/kg","2018M1","260.666666666667"
"Prix au producteur","Riz local décortiqué","THIES","FCFA/kg","2018M2","260"
"Prix au producteur","Riz local décortiqué","THIES","FCFA/kg","2018M3","260"
"Prix au producteur","Riz local décortiqué","THIES","FCFA/kg","2018M4","262.222222222222"
"Prix au producteur","Riz local décortiqué","THIES","FCFA/kg","2018M5","261.875"
"Prix au producteur","Riz local décortiqué","THIES","FCFA/kg","2018M6","262.727272727273"
"Prix au producteur","Riz local décortiqué","THIES","FCFA/kg","2018M7","263.076923076923"
"Prix au producteur","Riz local décortiqué","THIES","FCFA/kg","2018M8","260"
